user_id,fitness_level,goal,duration_range,equipment,height,weight,bmi_category,limitations
user_8020,pro,power,5-10,none,166.3,90.5,obese,[np.str_('joint_problems')]
user_8021,intermediate,power,10-20,none,166.5,78.9,overweight,[]
user_8022,beginner,endurance,10-20,none,142.7,89.2,obese,[]
user_8023,beginner,warm-up,10-20,none,178.9,87.4,overweight,"[np.str_('heart_condition'), np.str_('back_pain')]"
user_8024,intermediate,warm-up,10-20,none,189.6,63.0,underweight,[]
user_8025,pro,warm-up,5-10,gym,168.4,75.8,overweight,[]
user_8026,beginner,endurance,20+,none,155.4,59.4,normal,"[np.str_('high_blood_pressure'), np.str_('heart_condition')]"
user_8027,pro,endurance,10-20,none,179.9,49.5,underweight,[]
user_8028,beginner,endurance,10-20,none,172.0,76.2,overweight,[]
user_8029,beginner,warm-up,10-20,gym,167.7,105.4,obese,[]
user_8030,beginner,endurance,10-20,none,155.0,97.7,obese,[]
user_8031,beginner,endurance,10-20,none,146.4,53.6,overweight,[]
user_8032,intermediate,endurance,10-20,gym,162.7,76.0,overweight,[np.str_('back_pain')]
user_8033,pro,power,10-20,none,175.2,83.2,overweight,"[np.str_('back_pain'), np.str_('heart_condition')]"
user_8034,beginner,endurance,20+,gym,153.7,77.2,obese,[]
user_8035,pro,warm-up,5-10,none,156.7,73.3,overweight,[]
user_8036,intermediate,endurance,20+,kettlebell,162.6,76.4,overweight,[]
user_8037,intermediate,endurance,5-10,kettlebell,158.4,78.5,obese,"[np.str_('asthma'), np.str_('shoulder_injury')]"
user_8038,intermediate,endurance,10-20,kettlebell,177.0,79.9,overweight,"[np.str_('heart_condition'), np.str_('pregnancy')]"
user_8039,intermediate,endurance,5-10,none,164.2,65.7,normal,[]
user_8040,beginner,endurance,20+,none,147.8,46.6,normal,[]
user_8041,beginner,power,20+,none,172.8,63.2,normal,[]
user_8042,pro,warm-up,10-20,none,163.2,67.0,overweight,[]
user_8043,beginner,warm-up,20+,gym,156.4,76.7,obese,[]
user_8044,intermediate,power,5-10,none,177.6,81.6,overweight,[]
user_8045,pro,warm-up,10-20,kettlebell,164.4,106.2,obese,[]
user_8046,pro,warm-up,10-20,none,174.4,55.7,underweight,[]
user_8047,intermediate,endurance,20+,kettlebell,165.5,99.8,obese,[]
user_8048,intermediate,power,10-20,gym,181.0,82.0,overweight,"[np.str_('back_pain'), np.str_('heart_condition')]"
user_8049,intermediate,power,5-10,gym,171.5,58.6,normal,[]
user_8050,beginner,power,10-20,gym,180.0,65.0,normal,"[np.str_('shoulder_injury'), np.str_('joint_problems')]"
user_8051,intermediate,endurance,10-20,gym,178.3,51.6,underweight,[]
user_8052,intermediate,endurance,5-10,none,172.3,114.9,obese,[]
user_8053,intermediate,power,5-10,none,169.2,84.9,overweight,[]
user_8054,intermediate,power,10-20,none,173.9,66.4,normal,[]
user_8055,beginner,power,10-20,none,147.4,55.5,overweight,[]
user_8056,pro,warm-up,20+,gym,167.6,74.0,overweight,[]
user_8057,intermediate,warm-up,10-20,none,179.6,81.8,overweight,[]
user_8058,beginner,endurance,20+,none,165.9,91.9,obese,[]
user_8059,intermediate,power,5-10,none,174.3,95.7,obese,[]
user_8060,beginner,power,10-20,none,163.3,91.8,obese,"[np.str_('shoulder_injury'), np.str_('joint_problems')]"
user_8061,beginner,endurance,10-20,gym,167.6,79.0,overweight,"[np.str_('back_pain'), np.str_('knee_pain')]"
user_8062,intermediate,endurance,10-20,kettlebell,170.9,76.6,overweight,[]
user_8063,intermediate,endurance,10-20,none,160.5,81.8,obese,[]
user_8064,intermediate,power,10-20,gym,176.9,65.2,normal,[np.str_('high_blood_pressure')]
user_8065,beginner,endurance,20+,none,169.5,77.0,overweight,[]
user_8066,beginner,power,10-20,kettlebell,183.0,105.6,obese,"[np.str_('joint_problems'), np.str_('shoulder_injury')]"
user_8067,beginner,power,10-20,none,158.4,60.6,normal,[]
user_8068,intermediate,endurance,10-20,kettlebell,166.0,88.8,obese,[]
user_8069,intermediate,endurance,20+,gym,162.2,80.8,obese,"[np.str_('back_pain'), np.str_('asthma')]"
user_8070,intermediate,endurance,5-10,none,166.4,69.3,overweight,[]
user_8071,intermediate,endurance,10-20,gym,177.9,36.5,underweight,[]
user_8072,intermediate,power,5-10,none,150.7,93.4,obese,[]
user_8073,intermediate,endurance,10-20,kettlebell,190.1,66.1,underweight,[]
user_8074,pro,endurance,10-20,kettlebell,175.3,91.6,overweight,"[np.str_('heart_condition'), np.str_('knee_pain')]"
user_8075,intermediate,endurance,5-10,gym,164.2,91.2,obese,[]
user_8076,pro,endurance,10-20,gym,163.3,71.7,overweight,"[np.str_('heart_condition'), np.str_('back_pain')]"
user_8077,intermediate,endurance,20+,none,161.2,43.0,underweight,[]
user_8078,intermediate,warm-up,10-20,kettlebell,180.0,65.2,normal,[]
user_8079,beginner,endurance,10-20,gym,173.9,68.2,normal,[]
user_8080,intermediate,warm-up,10-20,gym,169.7,84.4,overweight,[]
user_8081,beginner,power,5-10,none,158.1,77.6,obese,[]
user_8082,pro,endurance,10-20,kettlebell,177.0,85.0,overweight,[]
user_8083,beginner,warm-up,10-20,kettlebell,172.7,101.9,obese,"[np.str_('heart_condition'), np.str_('shoulder_injury')]"
user_8084,intermediate,warm-up,20+,none,179.7,46.4,underweight,[]
user_8085,intermediate,endurance,20+,gym,165.6,80.5,overweight,"[np.str_('joint_problems'), np.str_('back_pain')]"
user_8086,beginner,endurance,10-20,none,157.7,85.5,obese,[]
user_8087,beginner,warm-up,10-20,gym,166.1,94.5,obese,[np.str_('back_pain')]
user_8088,intermediate,endurance,5-10,gym,165.4,83.9,obese,[]
user_8089,pro,endurance,10-20,kettlebell,170.3,72.0,normal,[np.str_('heart_condition')]
user_8090,beginner,endurance,5-10,none,178.5,60.3,normal,[]
user_8091,intermediate,warm-up,20+,none,184.7,59.8,underweight,[]
user_8092,beginner,power,10-20,gym,187.1,82.1,normal,[]
user_8093,beginner,power,10-20,none,158.6,81.0,obese,[]
user_8094,beginner,endurance,5-10,kettlebell,158.1,69.7,overweight,[]
user_8095,pro,warm-up,10-20,kettlebell,156.1,75.9,obese,[]
user_8096,intermediate,endurance,5-10,kettlebell,158.8,49.5,normal,[]
user_8097,beginner,power,20+,none,166.0,80.2,overweight,[]
user_8098,beginner,warm-up,10-20,kettlebell,158.6,67.8,overweight,[]
user_8099,intermediate,endurance,20+,gym,176.0,57.9,normal,[np.str_('heart_condition')]
user_8100,beginner,power,5-10,none,180.4,98.7,obese,[]
user_8101,intermediate,power,10-20,none,181.5,89.2,overweight,[]
user_8102,pro,power,20+,gym,162.7,89.4,obese,"[np.str_('joint_problems'), np.str_('shoulder_injury')]"
user_8103,pro,power,10-20,none,181.7,83.4,overweight,[]
user_8104,beginner,power,10-20,gym,159.9,75.4,overweight,[]
user_8105,intermediate,power,5-10,none,171.2,70.7,normal,[]
user_8106,intermediate,power,20+,none,165.4,49.0,underweight,[np.str_('pregnancy')]
user_8107,pro,endurance,20+,kettlebell,191.1,66.4,underweight,[]
user_8108,beginner,endurance,10-20,kettlebell,172.2,62.1,normal,[]
user_8109,intermediate,endurance,20+,none,157.7,80.8,obese,[]
user_8110,beginner,warm-up,10-20,none,180.7,101.5,obese,[]
user_8111,pro,endurance,5-10,none,169.2,84.6,overweight,[]
user_8112,beginner,endurance,10-20,kettlebell,170.9,78.6,overweight,[]
user_8113,beginner,warm-up,10-20,none,173.7,94.2,obese,[]
user_8114,beginner,power,5-10,none,170.0,85.2,overweight,"[np.str_('shoulder_injury'), np.str_('high_blood_pressure')]"
user_8115,intermediate,endurance,10-20,gym,177.5,60.0,normal,[np.str_('knee_pain')]
user_8116,beginner,endurance,10-20,kettlebell,159.2,76.6,obese,[]
user_8117,intermediate,warm-up,10-20,kettlebell,165.5,92.0,obese,[]
user_8118,intermediate,power,10-20,none,173.1,32.6,underweight,[]
user_8119,beginner,power,10-20,kettlebell,183.9,66.6,normal,[]
user_8120,intermediate,warm-up,5-10,none,177.9,86.6,overweight,[]
user_8121,intermediate,endurance,20+,none,141.8,83.4,obese,[]
user_8122,pro,endurance,10-20,none,178.1,70.6,normal,[]
user_8123,pro,endurance,10-20,kettlebell,183.7,73.2,normal,[]
user_8124,beginner,warm-up,20+,gym,171.2,87.5,overweight,[]
user_8125,intermediate,power,5-10,gym,166.3,60.0,normal,[]
user_8126,pro,power,10-20,gym,172.1,61.7,normal,"[np.str_('knee_pain'), np.str_('pregnancy')]"
user_8127,beginner,endurance,5-10,none,170.7,55.3,normal,[]
user_8128,pro,warm-up,20+,kettlebell,163.3,45.2,underweight,[]
user_8129,intermediate,power,10-20,gym,180.5,86.5,overweight,"[np.str_('asthma'), np.str_('pregnancy')]"
user_8130,intermediate,endurance,10-20,none,153.8,62.0,overweight,[]
user_8131,beginner,power,5-10,none,170.4,62.5,normal,[]
user_8132,intermediate,power,5-10,kettlebell,156.8,29.4,underweight,"[np.str_('high_blood_pressure'), np.str_('asthma')]"
user_8133,intermediate,endurance,10-20,kettlebell,169.8,62.3,normal,[]
user_8134,beginner,power,5-10,gym,164.9,70.3,overweight,[]
user_8135,beginner,warm-up,5-10,none,172.0,71.4,normal,"[np.str_('heart_condition'), np.str_('back_pain')]"
user_8136,intermediate,endurance,20+,none,172.4,55.4,normal,[]
user_8137,beginner,endurance,5-10,gym,154.0,51.3,normal,[]
user_8138,intermediate,endurance,10-20,kettlebell,177.3,57.5,underweight,[np.str_('heart_condition')]
user_8139,pro,warm-up,5-10,kettlebell,172.4,76.2,overweight,[]
user_8140,beginner,warm-up,20+,none,161.5,69.9,overweight,[]
user_8141,beginner,warm-up,20+,none,165.9,94.3,obese,[]
user_8142,beginner,power,10-20,none,176.4,54.1,underweight,[]
user_8143,intermediate,endurance,5-10,gym,165.5,82.7,obese,[]
user_8144,intermediate,warm-up,10-20,none,163.6,78.9,overweight,[]
user_8145,pro,endurance,5-10,none,171.7,80.1,overweight,[]
user_8146,beginner,warm-up,10-20,none,183.4,70.4,normal,"[np.str_('pregnancy'), np.str_('joint_problems')]"
user_8147,pro,power,10-20,none,177.6,65.2,normal,[np.str_('shoulder_injury')]
user_8148,pro,endurance,5-10,gym,180.1,68.7,normal,[]
user_8149,pro,endurance,10-20,gym,187.1,85.3,normal,[]
user_8150,intermediate,endurance,10-20,none,183.0,48.4,underweight,[]
user_8151,intermediate,power,10-20,kettlebell,169.6,56.2,normal,[]
user_8152,intermediate,endurance,10-20,kettlebell,171.6,98.0,obese,[]
user_8153,intermediate,endurance,20+,gym,139.9,77.1,obese,[np.str_('heart_condition')]
user_8154,pro,endurance,20+,kettlebell,166.3,75.9,overweight,[np.str_('shoulder_injury')]
user_8155,intermediate,power,10-20,none,167.8,73.3,overweight,[]
user_8156,intermediate,power,5-10,gym,186.6,77.4,normal,[]
user_8157,intermediate,endurance,10-20,kettlebell,156.1,75.5,obese,[]
user_8158,beginner,endurance,10-20,gym,178.8,63.1,normal,[]
user_8159,intermediate,power,10-20,kettlebell,160.8,68.0,overweight,[np.str_('high_blood_pressure')]
user_8160,pro,endurance,20+,gym,182.2,53.5,underweight,[]
user_8161,beginner,warm-up,5-10,kettlebell,177.7,56.4,underweight,"[np.str_('knee_pain'), np.str_('pregnancy')]"
user_8162,intermediate,power,5-10,kettlebell,195.8,68.7,underweight,[]
user_8163,beginner,warm-up,20+,none,183.0,85.0,overweight,[]
user_8164,intermediate,endurance,10-20,none,181.4,68.1,normal,"[np.str_('pregnancy'), np.str_('knee_pain')]"
user_8165,intermediate,endurance,20+,none,191.1,78.3,normal,[]
user_8166,beginner,power,5-10,kettlebell,180.1,76.5,normal,[]
user_8167,intermediate,endurance,5-10,gym,165.4,62.0,normal,[]
user_8168,beginner,warm-up,10-20,none,173.3,92.2,obese,[]
user_8169,pro,warm-up,10-20,none,163.4,29.7,underweight,[]
user_8170,beginner,endurance,10-20,none,163.6,81.8,obese,[]
user_8171,intermediate,warm-up,5-10,kettlebell,175.5,78.8,overweight,[]
user_8172,beginner,endurance,10-20,gym,173.8,80.7,overweight,[]
user_8173,beginner,endurance,5-10,gym,181.8,34.6,underweight,[]
user_8174,intermediate,power,10-20,none,166.8,67.8,normal,[np.str_('asthma')]
user_8175,intermediate,power,20+,none,158.3,72.8,overweight,[]
user_8176,pro,endurance,10-20,none,171.9,82.7,overweight,[]
user_8177,pro,endurance,20+,none,176.1,57.9,normal,[]
user_8178,pro,power,10-20,gym,160.2,62.8,normal,[]
user_8179,beginner,endurance,10-20,kettlebell,154.5,83.3,obese,"[np.str_('heart_condition'), np.str_('pregnancy')]"
user_8180,beginner,power,10-20,none,172.7,88.4,overweight,[]
user_8181,intermediate,endurance,10-20,none,181.5,60.0,underweight,[]
user_8182,pro,power,20+,kettlebell,155.8,70.0,overweight,[]
user_8183,intermediate,endurance,5-10,none,167.2,56.9,normal,"[np.str_('heart_condition'), np.str_('high_blood_pressure')]"
user_8184,intermediate,power,5-10,gym,164.1,81.8,obese,[]
user_8185,beginner,endurance,10-20,kettlebell,194.1,96.2,overweight,[]
user_8186,beginner,endurance,10-20,gym,193.2,72.5,normal,[]
user_8187,intermediate,warm-up,5-10,kettlebell,183.5,55.6,underweight,[]
user_8188,beginner,endurance,10-20,none,181.1,60.1,underweight,[]
user_8189,beginner,endurance,5-10,none,167.3,73.6,overweight,[]
user_8190,intermediate,endurance,10-20,none,165.5,63.4,normal,[]
user_8191,pro,endurance,10-20,gym,178.2,57.8,underweight,[]
user_8192,intermediate,endurance,5-10,kettlebell,167.1,50.1,underweight,[]
user_8193,intermediate,power,10-20,none,170.7,64.0,normal,[]
user_8194,beginner,power,10-20,none,165.6,58.3,normal,[]
user_8195,intermediate,endurance,10-20,gym,197.3,91.3,normal,[]
user_8196,beginner,endurance,10-20,gym,160.4,99.4,obese,[np.str_('knee_pain')]
user_8197,intermediate,endurance,20+,gym,168.4,93.1,obese,[]
user_8198,beginner,endurance,10-20,gym,170.6,79.5,overweight,[]
user_8199,intermediate,endurance,10-20,kettlebell,166.9,34.4,underweight,[]
user_8200,beginner,endurance,10-20,kettlebell,157.2,65.5,overweight,"[np.str_('joint_problems'), np.str_('pregnancy')]"
user_8201,intermediate,endurance,5-10,none,186.5,91.2,overweight,[]
user_8202,beginner,power,10-20,none,165.9,74.4,overweight,[np.str_('pregnancy')]
user_8203,pro,power,10-20,gym,166.4,73.2,overweight,[]
user_8204,pro,power,10-20,none,167.5,88.2,obese,[]
user_8205,beginner,endurance,20+,kettlebell,174.4,76.3,overweight,[]
user_8206,pro,endurance,20+,none,181.8,75.9,normal,[]
user_8207,intermediate,endurance,10-20,kettlebell,180.4,78.8,normal,[]
user_8208,beginner,power,5-10,gym,158.3,65.1,overweight,[]
user_8209,beginner,endurance,10-20,none,166.4,51.7,normal,[np.str_('knee_pain')]
user_8210,intermediate,endurance,10-20,gym,185.1,61.8,underweight,[np.str_('knee_pain')]
user_8211,intermediate,endurance,5-10,gym,187.4,68.0,normal,[]
user_8212,beginner,endurance,10-20,gym,169.6,59.5,normal,"[np.str_('back_pain'), np.str_('shoulder_injury')]"
user_8213,beginner,endurance,20+,none,177.7,83.8,overweight,[]
user_8214,pro,power,5-10,none,174.2,68.7,normal,[]
user_8215,intermediate,power,10-20,gym,165.2,72.6,overweight,[]
user_8216,intermediate,power,10-20,gym,179.4,77.1,normal,"[np.str_('high_blood_pressure'), np.str_('asthma')]"
user_8217,intermediate,power,10-20,none,170.4,69.7,normal,[]
user_8218,intermediate,power,10-20,kettlebell,172.4,42.5,underweight,[]
user_8219,pro,warm-up,10-20,none,194.1,49.2,underweight,[]
user_8220,pro,endurance,20+,kettlebell,170.5,80.0,overweight,[]
user_8221,intermediate,power,5-10,kettlebell,168.9,82.5,overweight,[]
user_8222,pro,endurance,10-20,kettlebell,178.0,50.3,underweight,[]
user_8223,intermediate,power,10-20,kettlebell,193.9,58.3,underweight,"[np.str_('high_blood_pressure'), np.str_('pregnancy')]"
user_8224,beginner,endurance,5-10,none,168.7,71.9,overweight,[]
user_8225,beginner,endurance,5-10,none,174.8,68.0,normal,[]
user_8226,beginner,power,20+,none,177.4,54.2,underweight,[]
user_8227,pro,endurance,10-20,gym,152.7,70.4,obese,"[np.str_('joint_problems'), np.str_('asthma')]"
user_8228,beginner,endurance,10-20,none,164.9,59.2,normal,[]
user_8229,intermediate,endurance,5-10,kettlebell,163.3,32.0,underweight,[]
user_8230,beginner,power,10-20,gym,178.1,53.2,underweight,[np.str_('pregnancy')]
user_8231,beginner,power,5-10,gym,170.5,36.9,underweight,[]
user_8232,intermediate,warm-up,5-10,gym,162.8,79.0,overweight,[]
user_8233,intermediate,endurance,10-20,kettlebell,185.2,72.9,normal,[]
user_8234,intermediate,endurance,20+,gym,179.9,69.1,normal,[np.str_('shoulder_injury')]
user_8235,beginner,power,20+,none,168.8,49.9,underweight,[]
user_8236,intermediate,power,5-10,gym,157.5,58.4,normal,[]
user_8237,intermediate,endurance,10-20,gym,169.9,59.5,normal,[]
user_8238,beginner,warm-up,5-10,none,165.1,54.3,normal,[]
user_8239,beginner,warm-up,10-20,kettlebell,186.1,34.2,underweight,"[np.str_('asthma'), np.str_('heart_condition')]"
user_8240,beginner,warm-up,5-10,kettlebell,169.6,109.4,obese,[]
user_8241,intermediate,endurance,10-20,none,168.2,67.6,normal,[]
user_8242,intermediate,warm-up,5-10,none,173.1,71.2,normal,[]
user_8243,beginner,endurance,10-20,none,179.9,43.2,underweight,"[np.str_('high_blood_pressure'), np.str_('shoulder_injury')]"
user_8244,beginner,endurance,20+,gym,161.0,83.0,obese,[]
user_8245,beginner,endurance,10-20,none,175.5,73.1,normal,[]
user_8246,pro,warm-up,10-20,none,185.1,53.0,underweight,[]
user_8247,intermediate,endurance,10-20,gym,172.6,64.9,normal,[]
user_8248,intermediate,endurance,20+,gym,179.8,74.8,normal,[]
user_8249,beginner,endurance,10-20,gym,169.2,81.5,overweight,[np.str_('high_blood_pressure')]
user_8250,beginner,power,10-20,none,182.0,64.7,normal,"[np.str_('joint_problems'), np.str_('back_pain')]"
user_8251,intermediate,endurance,10-20,kettlebell,173.6,75.7,overweight,[np.str_('pregnancy')]
user_8252,pro,warm-up,20+,kettlebell,169.5,87.8,obese,[]
user_8253,intermediate,power,10-20,none,177.0,70.2,normal,[]
user_8254,beginner,endurance,10-20,none,157.5,68.7,overweight,[np.str_('back_pain')]
user_8255,beginner,endurance,5-10,kettlebell,172.3,87.1,overweight,[]
user_8256,pro,power,5-10,kettlebell,184.2,82.1,normal,[np.str_('heart_condition')]
user_8257,pro,endurance,10-20,none,168.6,35.8,underweight,[]
user_8258,beginner,power,10-20,kettlebell,164.9,77.1,overweight,[]
user_8259,intermediate,power,10-20,none,167.2,96.5,obese,[]
user_8260,pro,power,5-10,gym,166.1,70.5,overweight,[]
user_8261,beginner,power,20+,kettlebell,178.8,65.6,normal,[]
user_8262,beginner,endurance,20+,none,163.8,44.0,underweight,"[np.str_('high_blood_pressure'), np.str_('joint_problems')]"
user_8263,beginner,power,10-20,gym,173.5,69.0,normal,[]
user_8264,beginner,warm-up,5-10,kettlebell,162.9,70.1,overweight,"[np.str_('shoulder_injury'), np.str_('heart_condition')]"
user_8265,beginner,power,5-10,gym,170.3,90.4,obese,[]
user_8266,beginner,endurance,10-20,kettlebell,171.6,47.9,underweight,[]
user_8267,beginner,power,5-10,kettlebell,183.6,72.2,normal,[]
user_8268,beginner,endurance,5-10,gym,173.8,88.1,overweight,[]
user_8269,intermediate,endurance,20+,none,186.6,73.5,normal,[]
user_8270,intermediate,power,10-20,none,168.6,45.1,underweight,[]
user_8271,beginner,warm-up,5-10,gym,166.2,72.6,overweight,[np.str_('knee_pain')]
user_8272,beginner,warm-up,10-20,gym,165.8,83.7,obese,[]
user_8273,intermediate,power,5-10,none,159.1,84.4,obese,[np.str_('heart_condition')]
user_8274,beginner,endurance,20+,kettlebell,185.2,76.1,normal,[np.str_('knee_pain')]
user_8275,beginner,endurance,20+,none,156.9,84.8,obese,[]
user_8276,intermediate,power,5-10,kettlebell,163.8,93.6,obese,[]
user_8277,intermediate,endurance,10-20,none,187.9,64.1,underweight,[]
user_8278,pro,power,10-20,none,163.8,57.6,normal,[np.str_('shoulder_injury')]
user_8279,pro,endurance,20+,none,165.4,58.2,normal,[]
user_8280,beginner,power,10-20,kettlebell,174.6,74.1,normal,[]
user_8281,intermediate,warm-up,10-20,kettlebell,168.0,67.0,normal,[np.str_('joint_problems')]
user_8282,beginner,warm-up,5-10,none,172.6,64.4,normal,[]
user_8283,intermediate,warm-up,5-10,gym,153.8,54.8,normal,[np.str_('pregnancy')]
user_8284,beginner,endurance,5-10,kettlebell,170.1,53.1,underweight,[]
user_8285,beginner,power,20+,none,167.2,59.3,normal,[]
user_8286,intermediate,power,10-20,none,156.1,76.6,obese,[]
user_8287,intermediate,warm-up,10-20,gym,169.9,79.5,overweight,[]
user_8288,beginner,power,10-20,none,179.6,79.2,normal,[np.str_('high_blood_pressure')]
user_8289,beginner,power,20+,none,166.1,70.2,overweight,[]
user_8290,beginner,power,5-10,none,163.5,58.7,normal,[]
user_8291,intermediate,warm-up,10-20,kettlebell,169.0,90.1,obese,[]
user_8292,pro,warm-up,5-10,gym,183.3,89.6,overweight,[]
user_8293,intermediate,power,20+,none,181.7,85.7,overweight,[]
user_8294,pro,power,10-20,kettlebell,182.8,84.3,overweight,[]
user_8295,intermediate,endurance,5-10,kettlebell,185.8,71.6,normal,[]
user_8296,beginner,endurance,10-20,none,183.0,110.1,obese,[]
user_8297,intermediate,warm-up,10-20,gym,166.6,76.4,overweight,[]
user_8298,beginner,power,20+,none,172.9,74.9,overweight,[]
user_8299,intermediate,power,5-10,gym,173.2,48.9,underweight,[np.str_('high_blood_pressure')]
user_8300,intermediate,warm-up,5-10,kettlebell,175.8,67.8,normal,[np.str_('pregnancy')]
user_8301,intermediate,power,20+,gym,184.2,98.0,overweight,[np.str_('heart_condition')]
user_8302,intermediate,power,20+,gym,187.0,50.8,underweight,"[np.str_('back_pain'), np.str_('joint_problems')]"
user_8303,pro,endurance,10-20,gym,151.0,72.5,obese,[]
user_8304,intermediate,endurance,20+,kettlebell,177.7,85.2,overweight,[]
user_8305,intermediate,endurance,10-20,gym,176.2,70.1,normal,[]
user_8306,beginner,endurance,20+,kettlebell,183.2,64.3,normal,[]
user_8307,pro,warm-up,10-20,gym,182.3,68.4,normal,[]
user_8308,beginner,warm-up,10-20,none,163.0,81.7,obese,"[np.str_('high_blood_pressure'), np.str_('heart_condition')]"
user_8309,pro,warm-up,5-10,kettlebell,160.3,84.3,obese,[]
user_8310,beginner,endurance,10-20,gym,168.3,73.5,overweight,[]
user_8311,intermediate,endurance,10-20,kettlebell,176.8,92.3,overweight,[]
user_8312,beginner,power,10-20,none,178.7,65.8,normal,[]
user_8313,intermediate,endurance,5-10,none,163.2,50.0,normal,[np.str_('shoulder_injury')]
user_8314,intermediate,endurance,5-10,gym,147.4,56.7,overweight,[np.str_('knee_pain')]
user_8315,beginner,power,10-20,none,145.2,76.6,obese,"[np.str_('back_pain'), np.str_('joint_problems')]"
user_8316,beginner,power,20+,gym,174.7,50.4,underweight,[]
user_8317,pro,endurance,5-10,kettlebell,182.3,58.5,underweight,[]
user_8318,intermediate,endurance,10-20,none,171.7,91.5,obese,[]
user_8319,pro,warm-up,5-10,gym,173.3,84.3,overweight,[]
user_8320,beginner,power,5-10,none,161.4,80.2,obese,[]
user_8321,beginner,endurance,5-10,gym,171.0,96.4,obese,"[np.str_('asthma'), np.str_('heart_condition')]"
user_8322,beginner,endurance,20+,kettlebell,174.1,109.0,obese,[]
user_8323,intermediate,warm-up,5-10,gym,159.8,39.9,underweight,[]
user_8324,beginner,power,20+,none,175.4,83.4,overweight,[]
user_8325,pro,warm-up,10-20,none,161.3,72.7,overweight,"[np.str_('back_pain'), np.str_('asthma')]"
user_8326,beginner,endurance,10-20,none,169.2,56.1,normal,"[np.str_('asthma'), np.str_('back_pain')]"
user_8327,beginner,power,10-20,kettlebell,172.7,65.3,normal,[]
user_8328,intermediate,endurance,10-20,kettlebell,172.8,46.4,underweight,[]
user_8329,pro,endurance,10-20,kettlebell,172.7,53.1,underweight,[]
user_8330,beginner,endurance,5-10,kettlebell,171.5,91.4,obese,[]
user_8331,beginner,warm-up,20+,kettlebell,164.8,62.4,normal,[]
user_8332,pro,endurance,20+,gym,167.5,68.9,normal,"[np.str_('knee_pain'), np.str_('back_pain')]"
user_8333,intermediate,endurance,20+,gym,176.3,64.6,normal,[]
user_8334,intermediate,endurance,10-20,kettlebell,153.8,43.4,underweight,[]
user_8335,intermediate,power,20+,none,170.4,54.8,normal,[np.str_('shoulder_injury')]
user_8336,intermediate,endurance,10-20,gym,178.4,61.1,normal,[]
user_8337,intermediate,endurance,10-20,none,171.2,70.3,normal,[]
user_8338,pro,endurance,5-10,none,170.0,60.4,normal,[]
user_8339,intermediate,power,10-20,none,185.4,37.1,underweight,[]
user_8340,beginner,power,20+,none,168.0,78.2,overweight,[]
user_8341,beginner,power,10-20,none,170.8,58.2,normal,[]
user_8342,beginner,endurance,5-10,none,168.0,75.8,overweight,[]
user_8343,beginner,endurance,5-10,none,173.0,64.2,normal,[]
user_8344,intermediate,endurance,5-10,none,165.9,77.5,overweight,[]
user_8345,intermediate,power,10-20,none,185.7,72.1,normal,[]
user_8346,pro,power,10-20,kettlebell,168.5,87.0,obese,[]
user_8347,beginner,warm-up,10-20,gym,165.4,83.1,obese,[]
user_8348,pro,endurance,10-20,none,173.9,54.7,underweight,"[np.str_('joint_problems'), np.str_('pregnancy')]"
user_8349,beginner,endurance,10-20,gym,169.8,76.3,overweight,[np.str_('back_pain')]
user_8350,intermediate,warm-up,20+,kettlebell,170.2,85.5,overweight,[]
user_8351,intermediate,warm-up,10-20,gym,171.4,47.2,underweight,[]
user_8352,pro,endurance,20+,none,175.7,82.9,overweight,[]
user_8353,beginner,endurance,20+,kettlebell,182.3,92.0,overweight,[]
user_8354,beginner,power,20+,kettlebell,172.9,59.0,normal,[]
user_8355,intermediate,power,5-10,gym,181.5,49.4,underweight,[]
user_8356,beginner,endurance,20+,none,166.9,61.1,normal,[]
user_8357,beginner,endurance,10-20,gym,163.4,80.1,obese,[]
user_8358,intermediate,endurance,5-10,gym,161.8,82.1,obese,[]
user_8359,beginner,endurance,10-20,none,175.3,70.1,normal,[]
user_8360,intermediate,endurance,20+,gym,156.6,71.4,overweight,[]
user_8361,beginner,warm-up,10-20,kettlebell,164.9,60.3,normal,[]
user_8362,intermediate,endurance,5-10,none,171.3,71.2,normal,[]
user_8363,pro,endurance,10-20,none,169.9,93.5,obese,[]
user_8364,pro,power,20+,kettlebell,192.6,58.7,underweight,[]
user_8365,intermediate,endurance,20+,kettlebell,157.2,77.0,obese,[]
user_8366,beginner,endurance,5-10,gym,172.8,80.4,overweight,[]
user_8367,beginner,power,5-10,kettlebell,168.2,82.6,overweight,[]
user_8368,pro,endurance,10-20,gym,177.2,89.8,overweight,[]
user_8369,intermediate,endurance,10-20,gym,160.6,94.9,obese,[np.str_('asthma')]
user_8370,beginner,power,10-20,gym,179.4,48.6,underweight,[]
user_8371,beginner,power,20+,kettlebell,167.3,62.5,normal,"[np.str_('back_pain'), np.str_('knee_pain')]"
user_8372,beginner,endurance,10-20,gym,173.5,70.7,normal,[]
user_8373,beginner,warm-up,5-10,none,161.6,68.3,overweight,[]
user_8374,beginner,endurance,10-20,none,170.3,78.4,overweight,[]
user_8375,beginner,endurance,20+,none,173.1,60.6,normal,[]
user_8376,intermediate,endurance,5-10,gym,169.4,61.8,normal,[]
user_8377,beginner,endurance,5-10,gym,190.6,72.3,normal,"[np.str_('joint_problems'), np.str_('high_blood_pressure')]"
user_8378,pro,warm-up,5-10,kettlebell,176.5,81.1,overweight,[]
