planName,skillLevel,goal,equipment,durationMinutes,focus,exercises,exerciseDetails
Intermediate Fat Loss - 5-10 minutes (Kettlebell),Intermediate,Fat Loss,Kettlebell,6,Fat Loss,Butt Kicks;Mountain Climbers,"[{""name"": ""Butt Kicks"", ""duration"": 73, ""sets"": 1, ""rest"": 15, ""category"": ""warmup""}, {""name"": ""Mountain Climbers"", ""duration"": 74, ""sets"": 3, ""rest"": 30, ""category"": ""stamina""}]"
Pro Power - 10-20 minutes (None),Pro,Power,None,7,Power,Jumping Jacks;Plyometric Push-ups,"[{""name"": ""Jumping Jacks"", ""duration"": 148, ""sets"": 1, ""rest"": 15, ""category"": ""warmup""}, {""name"": ""Plyometric Push-ups"", ""duration"": 58, ""sets"": 4, ""rest"": 24, ""category"": ""power""}]"
Intermediate Stamina - 10-20 minutes (None),Intermediate,Stamina,None,14,Stamina,Leg Swings;Butt Kicks;Mountain Climbers;Tuck Jumps;Burpees,"[{""name"": ""Leg Swings"", ""duration"": 90, ""sets"": 1, ""rest"": 15, ""category"": ""warmup""}, {""name"": ""Butt Kicks"", ""duration"": 56, ""sets"": 1, ""rest"": 15, ""category"": ""warmup""}, {""name"": ""Mountain Climbers"", ""duration"": 109, ""sets"": 3, ""rest"": 30, ""category"": ""stamina""}, {""name"": ""Tuck Jumps"", ""duration"": 32, ""sets"": 2, ""rest"": 30, ""category"": ""power""}, {""name"": ""Burpees"", ""duration"": 81, ""sets"": 2, ""rest"": 30, ""category"": ""power""}]"
Beginner Stamina - 10-20 minutes (None),Beginner,Stamina,None,11,Stamina,Butt Kicks;High Knees;Leg Swings;Jump Rope;Burpees,"[{""name"": ""Butt Kicks"", ""duration"": 57, ""sets"": 1, ""rest"": 15, ""category"": ""warmup""}, {""name"": ""High Knees"", ""duration"": 37, ""sets"": 1, ""rest"": 15, ""category"": ""warmup""}, {""name"": ""Leg Swings"", ""duration"": 42, ""sets"": 1, ""rest"": 15, ""category"": ""warmup""}, {""name"": ""Jump Rope"", ""duration"": 106, ""sets"": 3, ""rest"": 39, ""category"": ""endurance""}, {""name"": ""Burpees"", ""duration"": 28, ""sets"": 2, ""rest"": 39, ""category"": ""power""}]"
Intermediate Stamina - 20+ minutes (None),Intermediate,Stamina,None,25,Stamina,High Knees;Leg Swings;Butt Kicks;Explosive Lunges;Shuttle Runs;Broad Jumps,"[{""name"": ""High Knees"", ""duration"": 90, ""sets"": 1, ""rest"": 15, ""category"": ""warmup""}, {""name"": ""Leg Swings"", ""duration"": 67, ""sets"": 1, ""rest"": 15, ""category"": ""warmup""}, {""name"": ""Butt Kicks"", ""duration"": 45, ""sets"": 1, ""rest"": 15, ""category"": ""warmup""}, {""name"": ""Explosive Lunges"", ""duration"": 118, ""sets"": 3, ""rest"": 30, ""category"": ""power""}, {""name"": ""Shuttle Runs"", ""duration"": 205, ""sets"": 3, ""rest"": 30, ""category"": ""stamina""}, {""name"": ""Broad Jumps"", ""duration"": 89, ""sets"": 2, ""rest"": 30, ""category"": ""power""}]"
Intermediate Endurance - 20+ minutes (None),Intermediate,Endurance,None,25,Endurance,Arm Circles;Butt Kicks;Jumping Jacks;Shuttle Runs;Tabata Intervals,"[{""name"": ""Arm Circles"", ""duration"": 86, ""sets"": 1, ""rest"": 15, ""category"": ""warmup""}, {""name"": ""Butt Kicks"", ""duration"": 61, ""sets"": 1, ""rest"": 15, ""category"": ""warmup""}, {""name"": ""Jumping Jacks"", ""duration"": 96, ""sets"": 1, ""rest"": 15, ""category"": ""warmup""}, {""name"": ""Shuttle Runs"", ""duration"": 214, ""sets"": 3, ""rest"": 30, ""category"": ""stamina""}, {""name"": ""Tabata Intervals"", ""duration"": 265, ""sets"": 2, ""rest"": 30, ""category"": ""stamina""}]"
Pro Endurance - 5-10 minutes (Gym),Pro,Endurance,Gym,4,Endurance,Arm Circles;Battle Ropes,"[{""name"": ""Arm Circles"", ""duration"": 84, ""sets"": 1, ""rest"": 15, ""category"": ""warmup""}, {""name"": ""Battle Ropes"", ""duration"": 68, ""sets"": 2, ""rest"": 24, ""category"": ""stamina""}]"
Beginner Fat Loss - 5-10 minutes (Kettlebell),Beginner,Fat Loss,Kettlebell,2,Fat Loss,Jumping Jacks;Leg Swings,"[{""name"": ""Jumping Jacks"", ""duration"": 45, ""sets"": 1, ""rest"": 15, ""category"": ""warmup""}, {""name"": ""Leg Swings"", ""duration"": 49, ""sets"": 1, ""rest"": 15, ""category"": ""warmup""}]"
Beginner Stamina - 10-20 minutes (Gym),Beginner,Stamina,Gym,13,Stamina,Butt Kicks;High Knees;Leg Swings;Jump Rope;Jump Squats,"[{""name"": ""Butt Kicks"", ""duration"": 51, ""sets"": 1, ""rest"": 15, ""category"": ""warmup""}, {""name"": ""High Knees"", ""duration"": 62, ""sets"": 1, ""rest"": 15, ""category"": ""warmup""}, {""name"": ""Leg Swings"", ""duration"": 51, ""sets"": 1, ""rest"": 15, ""category"": ""warmup""}, {""name"": ""Jump Rope"", ""duration"": 121, ""sets"": 3, ""rest"": 39, ""category"": ""endurance""}, {""name"": ""Jump Squats"", ""duration"": 24, ""sets"": 3, ""rest"": 39, ""category"": ""power""}]"
Pro Fat Loss - 10-20 minutes (Gym),Pro,Fat Loss,Gym,15,Fat Loss,Jumping Jacks;High Knees;Jump Rope HIIT,"[{""name"": ""Jumping Jacks"", ""duration"": 117, ""sets"": 1, ""rest"": 15, ""category"": ""warmup""}, {""name"": ""High Knees"", ""duration"": 114, ""sets"": 1, ""rest"": 15, ""category"": ""warmup""}, {""name"": ""Jump Rope HIIT"", ""duration"": 215, ""sets"": 3, ""rest"": 24, ""category"": ""fatloss""}]"
Pro Endurance - 10-20 minutes (Gym),Pro,Endurance,Gym,14,Endurance,Butt Kicks;Leg Swings;Assault Bike;Battle Ropes,"[{""name"": ""Butt Kicks"", ""duration"": 65, ""sets"": 1, ""rest"": 15, ""category"": ""warmup""}, {""name"": ""Leg Swings"", ""duration"": 89, ""sets"": 1, ""rest"": 15, ""category"": ""warmup""}, {""name"": ""Assault Bike"", ""duration"": 227, ""sets"": 2, ""rest"": 24, ""category"": ""stamina""}, {""name"": ""Battle Ropes"", ""duration"": 53, ""sets"": 3, ""rest"": 24, ""category"": ""stamina""}]"
Intermediate Power - 10-20 minutes (Gym),Intermediate,Power,Gym,15,Power,Jumping Jacks;Leg Swings;Battle Ropes;Medicine Ball Slams,"[{""name"": ""Jumping Jacks"", ""duration"": 66, ""sets"": 1, ""rest"": 15, ""category"": ""warmup""}, {""name"": ""Leg Swings"", ""duration"": 68, ""sets"": 1, ""rest"": 15, ""category"": ""warmup""}, {""name"": ""Battle Ropes"", ""duration"": 33, ""sets"": 4, ""rest"": 30, ""category"": ""stamina""}, {""name"": ""Medicine Ball Slams"", ""duration"": 107, ""sets"": 4, ""rest"": 30, ""category"": ""power""}]"
Beginner Fat Loss - 5-10 minutes (Kettlebell),Beginner,Fat Loss,Kettlebell,7,Fat Loss,Jumping Jacks;Butt Kicks;Jump Squats;Mountain Climbers,"[{""name"": ""Jumping Jacks"", ""duration"": 43, ""sets"": 1, ""rest"": 15, ""category"": ""warmup""}, {""name"": ""Butt Kicks"", ""duration"": 41, ""sets"": 1, ""rest"": 15, ""category"": ""warmup""}, {""name"": ""Jump Squats"", ""duration"": 26, ""sets"": 2, ""rest"": 39, ""category"": ""power""}, {""name"": ""Mountain Climbers"", ""duration"": 57, ""sets"": 3, ""rest"": 39, ""category"": ""stamina""}]"
Beginner Stamina - 20+ minutes (Gym),Beginner,Stamina,Gym,3,Stamina,Arm Circles;Leg Swings;Jumping Jacks,"[{""name"": ""Arm Circles"", ""duration"": 56, ""sets"": 1, ""rest"": 15, ""category"": ""warmup""}, {""name"": ""Leg Swings"", ""duration"": 56, ""sets"": 1, ""rest"": 15, ""category"": ""warmup""}, {""name"": ""Jumping Jacks"", ""duration"": 81, ""sets"": 1, ""rest"": 15, ""category"": ""warmup""}]"
Intermediate Fat Loss - 10-20 minutes (Gym),Intermediate,Fat Loss,Gym,14,Fat Loss,Jumping Jacks;Arm Circles;Battle Ropes;Plyometric Push-ups;Kettlebell Swings,"[{""name"": ""Jumping Jacks"", ""duration"": 110, ""sets"": 1, ""rest"": 15, ""category"": ""warmup""}, {""name"": ""Arm Circles"", ""duration"": 80, ""sets"": 1, ""rest"": 15, ""category"": ""warmup""}, {""name"": ""Battle Ropes"", ""duration"": 64, ""sets"": 2, ""rest"": 30, ""category"": ""stamina""}, {""name"": ""Plyometric Push-ups"", ""duration"": 37, ""sets"": 4, ""rest"": 30, ""category"": ""power""}, {""name"": ""Kettlebell Swings"", ""duration"": 101, ""sets"": 2, ""rest"": 30, ""category"": ""power""}]"
Beginner Endurance - 20+ minutes (Kettlebell),Beginner,Endurance,Kettlebell,20,Endurance,Leg Swings;Arm Circles;High Knees;Jogging;Brisk Walking,"[{""name"": ""Leg Swings"", ""duration"": 56, ""sets"": 1, ""rest"": 15, ""category"": ""warmup""}, {""name"": ""Arm Circles"", ""duration"": 40, ""sets"": 1, ""rest"": 15, ""category"": ""warmup""}, {""name"": ""High Knees"", ""duration"": 36, ""sets"": 1, ""rest"": 15, ""category"": ""warmup""}, {""name"": ""Jogging"", ""duration"": 262, ""sets"": 2, ""rest"": 26, ""category"": ""endurance""}, {""name"": ""Brisk Walking"", ""duration"": 252, ""sets"": 2, ""rest"": 26, ""category"": ""endurance""}]"
Intermediate Stamina - 20+ minutes (Gym),Intermediate,Stamina,Gym,19,Stamina,Arm Circles;Jumping Jacks;Medicine Ball Slams;Plyometric Push-ups;Kettlebell Swings,"[{""name"": ""Arm Circles"", ""duration"": 75, ""sets"": 1, ""rest"": 15, ""category"": ""warmup""}, {""name"": ""Jumping Jacks"", ""duration"": 112, ""sets"": 1, ""rest"": 15, ""category"": ""warmup""}, {""name"": ""Medicine Ball Slams"", ""duration"": 113, ""sets"": 3, ""rest"": 30, ""category"": ""power""}, {""name"": ""Plyometric Push-ups"", ""duration"": 42, ""sets"": 3, ""rest"": 30, ""category"": ""power""}, {""name"": ""Kettlebell Swings"", ""duration"": 174, ""sets"": 2, ""rest"": 30, ""category"": ""power""}]"
Beginner Endurance - 20+ minutes (Kettlebell),Beginner,Endurance,Kettlebell,28,Endurance,High Knees;Leg Swings;Butt Kicks;Jogging;Brisk Walking,"[{""name"": ""High Knees"", ""duration"": 51, ""sets"": 1, ""rest"": 15, ""category"": ""warmup""}, {""name"": ""Leg Swings"", ""duration"": 60, ""sets"": 1, ""rest"": 15, ""category"": ""warmup""}, {""name"": ""Butt Kicks"", ""duration"": 58, ""sets"": 1, ""rest"": 15, ""category"": ""warmup""}, {""name"": ""Jogging"", ""duration"": 168, ""sets"": 3, ""rest"": 26, ""category"": ""endurance""}, {""name"": ""Brisk Walking"", ""duration"": 293, ""sets"": 3, ""rest"": 26, ""category"": ""endurance""}]"
Pro Fat Loss - 5-10 minutes (Gym),Pro,Fat Loss,Gym,8,Fat Loss,High Knees;Jump Rope HIIT,"[{""name"": ""High Knees"", ""duration"": 65, ""sets"": 1, ""rest"": 15, ""category"": ""warmup""}, {""name"": ""Jump Rope HIIT"", ""duration"": 201, ""sets"": 2, ""rest"": 24, ""category"": ""fatloss""}]"
Beginner Fat Loss - 5-10 minutes (Kettlebell),Beginner,Fat Loss,Kettlebell,6,Fat Loss,Leg Swings;Arm Circles;Mountain Climbers,"[{""name"": ""Leg Swings"", ""duration"": 42, ""sets"": 1, ""rest"": 15, ""category"": ""warmup""}, {""name"": ""Arm Circles"", ""duration"": 48, ""sets"": 1, ""rest"": 15, ""category"": ""warmup""}, {""name"": ""Mountain Climbers"", ""duration"": 58, ""sets"": 3, ""rest"": 39, ""category"": ""stamina""}]"
Intermediate Endurance - 20+ minutes (None),Intermediate,Endurance,None,27,Endurance,Butt Kicks;Arm Circles;Jumping Jacks;Circuit Training,"[{""name"": ""Butt Kicks"", ""duration"": 90, ""sets"": 1, ""rest"": 15, ""category"": ""warmup""}, {""name"": ""Arm Circles"", ""duration"": 79, ""sets"": 1, ""rest"": 15, ""category"": ""warmup""}, {""name"": ""Jumping Jacks"", ""duration"": 68, ""sets"": 1, ""rest"": 15, ""category"": ""warmup""}, {""name"": ""Circuit Training"", ""duration"": 682, ""sets"": 2, ""rest"": 30, ""category"": ""stamina""}]"
Beginner Fat Loss - 20+ minutes (Gym),Beginner,Fat Loss,Gym,12,Fat Loss,Butt Kicks;Leg Swings;High Knees;Shuttle Runs;Jump Rope HIIT,"[{""name"": ""Butt Kicks"", ""duration"": 37, ""sets"": 1, ""rest"": 15, ""category"": ""warmup""}, {""name"": ""Leg Swings"", ""duration"": 59, ""sets"": 1, ""rest"": 15, ""category"": ""warmup""}, {""name"": ""High Knees"", ""duration"": 62, ""sets"": 1, ""rest"": 15, ""category"": ""warmup""}, {""name"": ""Shuttle Runs"", ""duration"": 140, ""sets"": 2, ""rest"": 39, ""category"": ""stamina""}, {""name"": ""Jump Rope HIIT"", ""duration"": 107, ""sets"": 2, ""rest"": 39, ""category"": ""fatloss""}]"
Beginner Endurance - 20+ minutes (Gym),Beginner,Endurance,Gym,20,Endurance,Leg Swings;High Knees;Butt Kicks;Circuit Training;Shuttle Runs,"[{""name"": ""Leg Swings"", ""duration"": 62, ""sets"": 1, ""rest"": 15, ""category"": ""warmup""}, {""name"": ""High Knees"", ""duration"": 62, ""sets"": 1, ""rest"": 15, ""category"": ""warmup""}, {""name"": ""Butt Kicks"", ""duration"": 34, ""sets"": 1, ""rest"": 15, ""category"": ""warmup""}, {""name"": ""Circuit Training"", ""duration"": 318, ""sets"": 2, ""rest"": 39, ""category"": ""stamina""}, {""name"": ""Shuttle Runs"", ""duration"": 91, ""sets"": 3, ""rest"": 39, ""category"": ""stamina""}]"
Intermediate Endurance - 20+ minutes (None),Intermediate,Endurance,None,22,Endurance,High Knees;Leg Swings;Jumping Jacks;Jogging,"[{""name"": ""High Knees"", ""duration"": 67, ""sets"": 1, ""rest"": 15, ""category"": ""warmup""}, {""name"": ""Leg Swings"", ""duration"": 90, ""sets"": 1, ""rest"": 15, ""category"": ""warmup""}, {""name"": ""Jumping Jacks"", ""duration"": 94, ""sets"": 1, ""rest"": 15, ""category"": ""warmup""}, {""name"": ""Jogging"", ""duration"": 506, ""sets"": 2, ""rest"": 20, ""category"": ""endurance""}]"
Intermediate Endurance - 5-10 minutes (None),Intermediate,Endurance,None,6,Endurance,Leg Swings;Arm Circles;Mountain Climbers,"[{""name"": ""Leg Swings"", ""duration"": 62, ""sets"": 1, ""rest"": 15, ""category"": ""warmup""}, {""name"": ""Arm Circles"", ""duration"": 45, ""sets"": 1, ""rest"": 15, ""category"": ""warmup""}, {""name"": ""Mountain Climbers"", ""duration"": 118, ""sets"": 2, ""rest"": 30, ""category"": ""stamina""}]"
Beginner Power - 20+ minutes (None),Beginner,Power,None,27,Power,Jumping Jacks;Arm Circles;Leg Swings;Circuit Training;Mountain Climbers,"[{""name"": ""Jumping Jacks"", ""duration"": 70, ""sets"": 1, ""rest"": 15, ""category"": ""warmup""}, {""name"": ""Arm Circles"", ""duration"": 53, ""sets"": 1, ""rest"": 15, ""category"": ""warmup""}, {""name"": ""Leg Swings"", ""duration"": 52, ""sets"": 1, ""rest"": 15, ""category"": ""warmup""}, {""name"": ""Circuit Training"", ""duration"": 240, ""sets"": 4, ""rest"": 39, ""category"": ""stamina""}, {""name"": ""Mountain Climbers"", ""duration"": 59, ""sets"": 4, ""rest"": 39, ""category"": ""stamina""}]"
Intermediate Fat Loss - 20+ minutes (Kettlebell),Intermediate,Fat Loss,Kettlebell,22,Fat Loss,High Knees;Butt Kicks;Leg Swings;Plyometric Push-ups;Mountain Climbers;Kettlebell Swings,"[{""name"": ""High Knees"", ""duration"": 75, ""sets"": 1, ""rest"": 15, ""category"": ""warmup""}, {""name"": ""Butt Kicks"", ""duration"": 61, ""sets"": 1, ""rest"": 15, ""category"": ""warmup""}, {""name"": ""Leg Swings"", ""duration"": 63, ""sets"": 1, ""rest"": 15, ""category"": ""warmup""}, {""name"": ""Plyometric Push-ups"", ""duration"": 74, ""sets"": 4, ""rest"": 30, ""category"": ""power""}, {""name"": ""Mountain Climbers"", ""duration"": 105, ""sets"": 2, ""rest"": 30, ""category"": ""stamina""}, {""name"": ""Kettlebell Swings"", ""duration"": 145, ""sets"": 3, ""rest"": 30, ""category"": ""power""}]"
Intermediate Endurance - 10-20 minutes (Kettlebell),Intermediate,Endurance,Kettlebell,15,Endurance,High Knees;Jumping Jacks;HIIT Sprints;Shuttle Runs,"[{""name"": ""High Knees"", ""duration"": 59, ""sets"": 1, ""rest"": 15, ""category"": ""warmup""}, {""name"": ""Jumping Jacks"", ""duration"": 98, ""sets"": 1, ""rest"": 15, ""category"": ""warmup""}, {""name"": ""HIIT Sprints"", ""duration"": 122, ""sets"": 2, ""rest"": 30, ""category"": ""stamina""}, {""name"": ""Shuttle Runs"", ""duration"": 131, ""sets"": 3, ""rest"": 30, ""category"": ""stamina""}]"
Intermediate Endurance - 10-20 minutes (Gym),Intermediate,Endurance,Gym,12,Endurance,Leg Swings;Jumping Jacks;Battle Ropes;Mountain Climbers,"[{""name"": ""Leg Swings"", ""duration"": 87, ""sets"": 1, ""rest"": 15, ""category"": ""warmup""}, {""name"": ""Jumping Jacks"", ""duration"": 92, ""sets"": 1, ""rest"": 15, ""category"": ""warmup""}, {""name"": ""Battle Ropes"", ""duration"": 73, ""sets"": 3, ""rest"": 30, ""category"": ""stamina""}, {""name"": ""Mountain Climbers"", ""duration"": 70, ""sets"": 3, ""rest"": 30, ""category"": ""stamina""}]"
Pro Stamina - 10-20 minutes (Gym),Pro,Stamina,Gym,15,Stamina,Jumping Jacks;Medicine Ball Slams;Kettlebell Swings,"[{""name"": ""Jumping Jacks"", ""duration"": 146, ""sets"": 1, ""rest"": 15, ""category"": ""warmup""}, {""name"": ""Medicine Ball Slams"", ""duration"": 58, ""sets"": 2, ""rest"": 24, ""category"": ""power""}, {""name"": ""Kettlebell Swings"", ""duration"": 188, ""sets"": 3, ""rest"": 24, ""category"": ""power""}]"
Pro Power - 10-20 minutes (None),Pro,Power,None,16,Power,Butt Kicks;High Knees;Plyometric Push-ups;Jump Squats;Tuck Jumps,"[{""name"": ""Butt Kicks"", ""duration"": 79, ""sets"": 1, ""rest"": 15, ""category"": ""warmup""}, {""name"": ""High Knees"", ""duration"": 114, ""sets"": 1, ""rest"": 15, ""category"": ""warmup""}, {""name"": ""Plyometric Push-ups"", ""duration"": 67, ""sets"": 3, ""rest"": 24, ""category"": ""power""}, {""name"": ""Jump Squats"", ""duration"": 83, ""sets"": 3, ""rest"": 24, ""category"": ""power""}, {""name"": ""Tuck Jumps"", ""duration"": 52, ""sets"": 3, ""rest"": 24, ""category"": ""power""}]"
Beginner Stamina - 10-20 minutes (Kettlebell),Beginner,Stamina,Kettlebell,4,Stamina,Arm Circles;Leg Swings;Jumping Jacks;Mountain Climbers,"[{""name"": ""Arm Circles"", ""duration"": 42, ""sets"": 1, ""rest"": 15, ""category"": ""warmup""}, {""name"": ""Leg Swings"", ""duration"": 42, ""sets"": 1, ""rest"": 15, ""category"": ""warmup""}, {""name"": ""Jumping Jacks"", ""duration"": 46, ""sets"": 1, ""rest"": 15, ""category"": ""warmup""}, {""name"": ""Mountain Climbers"", ""duration"": 38, ""sets"": 2, ""rest"": 39, ""category"": ""stamina""}]"
Pro Endurance - 5-10 minutes (Kettlebell),Pro,Endurance,Kettlebell,1,Endurance,Leg Swings,"[{""name"": ""Leg Swings"", ""duration"": 81, ""sets"": 1, ""rest"": 15, ""category"": ""warmup""}]"
Beginner Fat Loss - 10-20 minutes (None),Beginner,Fat Loss,None,9,Fat Loss,High Knees;Leg Swings;Butt Kicks;Shuttle Runs;Mountain Climbers,"[{""name"": ""High Knees"", ""duration"": 46, ""sets"": 1, ""rest"": 15, ""category"": ""warmup""}, {""name"": ""Leg Swings"", ""duration"": 44, ""sets"": 1, ""rest"": 15, ""category"": ""warmup""}, {""name"": ""Butt Kicks"", ""duration"": 34, ""sets"": 1, ""rest"": 15, ""category"": ""warmup""}, {""name"": ""Shuttle Runs"", ""duration"": 103, ""sets"": 2, ""rest"": 39, ""category"": ""stamina""}, {""name"": ""Mountain Climbers"", ""duration"": 51, ""sets"": 2, ""rest"": 39, ""category"": ""stamina""}]"
Pro Endurance - 10-20 minutes (Kettlebell),Pro,Endurance,Kettlebell,14,Endurance,Butt Kicks;Leg Swings;Shuttle Runs,"[{""name"": ""Butt Kicks"", ""duration"": 61, ""sets"": 1, ""rest"": 15, ""category"": ""warmup""}, {""name"": ""Leg Swings"", ""duration"": 94, ""sets"": 1, ""rest"": 15, ""category"": ""warmup""}, {""name"": ""Shuttle Runs"", ""duration"": 219, ""sets"": 3, ""rest"": 24, ""category"": ""stamina""}]"
Pro Stamina - 5-10 minutes (None),Pro,Stamina,None,7,Stamina,Arm Circles;Explosive Lunges;Mountain Climbers,"[{""name"": ""Arm Circles"", ""duration"": 96, ""sets"": 1, ""rest"": 15, ""category"": ""warmup""}, {""name"": ""Explosive Lunges"", ""duration"": 65, ""sets"": 2, ""rest"": 24, ""category"": ""power""}, {""name"": ""Mountain Climbers"", ""duration"": 91, ""sets"": 2, ""rest"": 24, ""category"": ""stamina""}]"
Pro Fat Loss - 20+ minutes (Gym),Pro,Fat Loss,Gym,26,Fat Loss,Jumping Jacks;Leg Swings;Butt Kicks;Kettlebell Swings;Medicine Ball Slams,"[{""name"": ""Jumping Jacks"", ""duration"": 128, ""sets"": 1, ""rest"": 15, ""category"": ""warmup""}, {""name"": ""Leg Swings"", ""duration"": 91, ""sets"": 1, ""rest"": 15, ""category"": ""warmup""}, {""name"": ""Butt Kicks"", ""duration"": 94, ""sets"": 1, ""rest"": 15, ""category"": ""warmup""}, {""name"": ""Kettlebell Swings"", ""duration"": 166, ""sets"": 4, ""rest"": 24, ""category"": ""power""}, {""name"": ""Medicine Ball Slams"", ""duration"": 141, ""sets"": 3, ""rest"": 24, ""category"": ""power""}]"
Beginner Power - 20+ minutes (Kettlebell),Beginner,Power,Kettlebell,23,Power,Jumping Jacks;Leg Swings;Arm Circles;Mountain Climbers;Circuit Training,"[{""name"": ""Jumping Jacks"", ""duration"": 81, ""sets"": 1, ""rest"": 15, ""category"": ""warmup""}, {""name"": ""Leg Swings"", ""duration"": 42, ""sets"": 1, ""rest"": 15, ""category"": ""warmup""}, {""name"": ""Arm Circles"", ""duration"": 38, ""sets"": 1, ""rest"": 15, ""category"": ""warmup""}, {""name"": ""Mountain Climbers"", ""duration"": 54, ""sets"": 3, ""rest"": 39, ""category"": ""stamina""}, {""name"": ""Circuit Training"", ""duration"": 305, ""sets"": 3, ""rest"": 39, ""category"": ""stamina""}]"
Intermediate Endurance - 5-10 minutes (Kettlebell),Intermediate,Endurance,Kettlebell,8,Endurance,Butt Kicks;Shuttle Runs,"[{""name"": ""Butt Kicks"", ""duration"": 86, ""sets"": 1, ""rest"": 15, ""category"": ""warmup""}, {""name"": ""Shuttle Runs"", ""duration"": 185, ""sets"": 2, ""rest"": 30, ""category"": ""stamina""}]"
Intermediate Fat Loss - 5-10 minutes (Kettlebell),Intermediate,Fat Loss,Kettlebell,8,Fat Loss,Butt Kicks;Explosive Lunges;Broad Jumps,"[{""name"": ""Butt Kicks"", ""duration"": 72, ""sets"": 1, ""rest"": 15, ""category"": ""warmup""}, {""name"": ""Explosive Lunges"", ""duration"": 59, ""sets"": 3, ""rest"": 30, ""category"": ""power""}, {""name"": ""Broad Jumps"", ""duration"": 43, ""sets"": 3, ""rest"": 30, ""category"": ""power""}]"
Beginner Power - 5-10 minutes (Kettlebell),Beginner,Power,Kettlebell,5,Power,Jumping Jacks;Leg Swings;Mountain Climbers,"[{""name"": ""Jumping Jacks"", ""duration"": 51, ""sets"": 1, ""rest"": 15, ""category"": ""warmup""}, {""name"": ""Leg Swings"", ""duration"": 52, ""sets"": 1, ""rest"": 15, ""category"": ""warmup""}, {""name"": ""Mountain Climbers"", ""duration"": 38, ""sets"": 3, ""rest"": 39, ""category"": ""stamina""}]"
Intermediate Fat Loss - 10-20 minutes (None),Intermediate,Fat Loss,None,10,Fat Loss,Jumping Jacks;Arm Circles;Mountain Climbers;Plyometric Push-ups,"[{""name"": ""Jumping Jacks"", ""duration"": 99, ""sets"": 1, ""rest"": 15, ""category"": ""warmup""}, {""name"": ""Arm Circles"", ""duration"": 77, ""sets"": 1, ""rest"": 15, ""category"": ""warmup""}, {""name"": ""Mountain Climbers"", ""duration"": 93, ""sets"": 3, ""rest"": 30, ""category"": ""stamina""}, {""name"": ""Plyometric Push-ups"", ""duration"": 40, ""sets"": 2, ""rest"": 30, ""category"": ""power""}]"
Pro Power - 10-20 minutes (None),Pro,Power,None,14,Power,Leg Swings;Arm Circles;Mountain Climbers,"[{""name"": ""Leg Swings"", ""duration"": 110, ""sets"": 1, ""rest"": 15, ""category"": ""warmup""}, {""name"": ""Arm Circles"", ""duration"": 106, ""sets"": 1, ""rest"": 15, ""category"": ""warmup""}, {""name"": ""Mountain Climbers"", ""duration"": 144, ""sets"": 4, ""rest"": 24, ""category"": ""stamina""}]"
Beginner Endurance - 5-10 minutes (Kettlebell),Beginner,Endurance,Kettlebell,4,Endurance,Butt Kicks;High Knees;Shuttle Runs,"[{""name"": ""Butt Kicks"", ""duration"": 40, ""sets"": 1, ""rest"": 15, ""category"": ""warmup""}, {""name"": ""High Knees"", ""duration"": 31, ""sets"": 1, ""rest"": 15, ""category"": ""warmup""}, {""name"": ""Shuttle Runs"", ""duration"": 69, ""sets"": 2, ""rest"": 39, ""category"": ""stamina""}]"
Pro Endurance - 5-10 minutes (Gym),Pro,Endurance,Gym,2,Endurance,Leg Swings,"[{""name"": ""Leg Swings"", ""duration"": 109, ""sets"": 1, ""rest"": 15, ""category"": ""warmup""}]"
Beginner Stamina - 10-20 minutes (Kettlebell),Beginner,Stamina,Kettlebell,16,Stamina,Leg Swings;Jumping Jacks;High Knees;Jogging,"[{""name"": ""Leg Swings"", ""duration"": 49, ""sets"": 1, ""rest"": 15, ""category"": ""warmup""}, {""name"": ""Jumping Jacks"", ""duration"": 64, ""sets"": 1, ""rest"": 15, ""category"": ""warmup""}, {""name"": ""High Knees"", ""duration"": 44, ""sets"": 1, ""rest"": 15, ""category"": ""warmup""}, {""name"": ""Jogging"", ""duration"": 242, ""sets"": 3, ""rest"": 26, ""category"": ""endurance""}]"
Beginner Stamina - 10-20 minutes (Gym),Beginner,Stamina,Gym,2,Stamina,Arm Circles;Jumping Jacks,"[{""name"": ""Arm Circles"", ""duration"": 58, ""sets"": 1, ""rest"": 15, ""category"": ""warmup""}, {""name"": ""Jumping Jacks"", ""duration"": 47, ""sets"": 1, ""rest"": 15, ""category"": ""warmup""}]"
Intermediate Power - 10-20 minutes (Kettlebell),Intermediate,Power,Kettlebell,14,Power,Butt Kicks;Leg Swings;Tuck Jumps;Broad Jumps;Jump Squats,"[{""name"": ""Butt Kicks"", ""duration"": 58, ""sets"": 1, ""rest"": 15, ""category"": ""warmup""}, {""name"": ""Leg Swings"", ""duration"": 86, ""sets"": 1, ""rest"": 15, ""category"": ""warmup""}, {""name"": ""Tuck Jumps"", ""duration"": 44, ""sets"": 4, ""rest"": 30, ""category"": ""power""}, {""name"": ""Broad Jumps"", ""duration"": 39, ""sets"": 3, ""rest"": 30, ""category"": ""power""}, {""name"": ""Jump Squats"", ""duration"": 47, ""sets"": 4, ""rest"": 30, ""category"": ""power""}]"
